stock,client_name,exchange,deal_type,action,date,avg_price,quantity,percentage_traded
Eternal,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,01-10-2025,325.5,8200000,0.08%
RBL Bank,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,01-10-2025,274.44,3251200,0.53%
Axis Bank,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,1166.6,91172,0.00%
Bharat Electronics,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,403.15,394579,0.01%
Bharti Airtel,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,1935.6,147101,0.00%
Godrej Properties,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,1967.4,103129,0.03%
Hero MotoCorp,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,5354.5,28602,0.01%
Kotak Mahindra Bank,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,2013.5,116911,0.01%
Shriram Finance,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,612.7,533842,0.03%
Varun Beverages,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,451.85,231971,0.01%
Eternal,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,332.25,952167,0.01%
One97 Communications,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-09-2025,1141.4,107811,0.02%
Polycab,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,25-09-2025,7458,293333,0.19%
Polycab,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,25-09-2025,7458,71408,0.05%
Akzo Nobel,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,24-09-2025,3358.8,29928,0.07%
Aether Industries,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,NSE,Bulk,Sell,29-09-2025,735.01,1151084,0.87%
Akzo Nobel,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,24-09-2025,3358.8,449823,0.99%
Akzo Nobel,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,24-09-2025,3358.8,449823,0.99%
Akzo Nobel,GOLDMAN SACHS ETF TRUST - GOLDMAN SACHS INDIA EQUITY ETF,NSE,Block,Purchase,24-09-2025,3358.8,1237,0.00%
RBL Bank,SOCIETE GENERALE,NSE,Bulk,Purchase,08-10-2025,284,3322631,0.54%
Shaily Engineering ,SOCIETE GENERALE,BSE,Block,Purchase,07-10-2025,2134,100020,0.22%
Aditya Birla Lifestyle Brands,SOCIETE GENERALE - ODI,NSE,Block,Purchase,06-10-2025,136.45,1575002,0.13%
Shaily Engineering ,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,07-10-2025,2134,120020,0.26%
Optiemus Infracom,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,06-10-2025,672.1,354060,0.40%
Eternal,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,06-10-2025,328.45,8100000,0.08%
Eternal,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,03-10-2025,329,10800000,0.11%
Aditya Birla Lifestyle Brands,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Block,Purchase,06-10-2025,136.45,732882,0.06%
Pace Digitek,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,06-10-2025,220.95,1200000,0.56%
LG Electronics,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,20-10-2025,1656,66700,0.01%
WeWork Management,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,10-10-2025,635.6,3058,0.00%
WeWork Management,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,10-10-2025,643.17,947300,0.71%
Shaily Engineering,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,07-10-2025,2134,120020,0.26%
Aptus Value Housing,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,13-10-2025,315.25,334974,0.07%
CarTrade Tech,GOLDMAN SACHS INDIA LIMITED,NSE,Bulk,Sell,10-10-2025,2445,361627,0.76%
Marathon Nextgen Realty,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,07-07-2025,670.11,436869,0.65%
Aditya Birla Capital,SOCIETE GENERALE,BSE,Block,Purchase,28-10-2025,308,4567069,0.17%
Aditya Birla Capital,SOCIETE GENERALE,NSE,Block,Purchase,28-10-2025,308,330000,0.01%
Chennai Petroleum,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,30-10-2025,868.59,772084,0.52%
Chennai Petroleum,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,30-10-2025,880.63,9817,0.01%
Reliance Industries,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,30-10-2025,1475.5,295600,0.00%
Tolins Tyres,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,28-10-2025,189.99,209901,0.53%
EPack Prefab Technologies,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,23-10-2025,233.82,562723,0.56%
Aditya Birla Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,28-10-2025,308,2256435,0.09%
Aditya Birla Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,28-10-2025,308,1715526,0.07%
Cohance Lifesciences,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,23-10-2025,890.75,112492,0.03%
Midwest,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,24-10-2025,1152.56,434323,1.20%
ITC Hotels,SOCIETE GENERALE,NSE,Block,Purchase,05-12-2025,205.65,2160000,0.10%
Whirlpool,SOCIETE GENERALE ODI,BSE,Bulk,Purchase,27-11-2025,1041,873600,0.69%
One97 Communications,SOCIETE GENERALE,NSE,Bulk,Purchase,18-11-2025,1305,3244903,0.51%
BlackBuck,SOCIETE GENERALE,NSE,Block,Purchase,18-11-2025,676.4,148581,0.08%
Canara HSBC Life Insurance,SOCIETE GENERALE,NSE,Block,Purchase,18-11-2025,120.44,870119,0.09%
Sagility,SOCIETE GENERALE,NSE,Bulk,Purchase,14-11-2025,47.6,84822752,1.81%
Axis Bank,SOCIETE GENERALE,NSE,Block,Purchase,13-11-2025,1221.6,91177,0.00%
Sammaan Capital,SOCIETE GENERALE,NSE,Bulk,Purchase,13-11-2025,176.97,8824271,1.06%
Sammaan Capital,SOCIETE GENERALE,NSE,Block,Purchase,13-11-2025,176.97,8824271,1.06%
Ather Energy,SOCIETE GENERALE,NSE,Block,Purchase,13-11-2025,622.35,994909,0.26%
Tata Capital,SOCIETE GENERALE,NSE,Block,Purchase,13-11-2025,325.2,1153013,0.03%
SBI,SOCIETE GENERALE,BSE,Block,Purchase,12-11-2025,953.3,114320,0.00%
Max Healthcare,SOCIETE GENERALE,BSE,Block,Purchase,12-11-2025,1095.4,92289,0.01%
RBL Bank,SOCIETE GENERALE,NSE,Bulk,Purchase,06-11-2025,320.65,3161221,0.51%
RBL Bank,SOCIETE GENERALE ODI,NSE,Block,Purchase,06-11-2025,320.65,3161221,0.51%
Kabra Drugs,SELVAMURTHY AKILANDESWARI,BSE,Bulk,Purchase,20-11-2025,26.89,191422,0.81%
Whirlpool,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,27-11-2025,1041,855900,0.67%
Reliance Industries,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,21-11-2025,1534,352107,0.00%
Apollo Hospitals,BOFA SECURITIES EUROPE SA,NSE,Block,Sell,19-11-2025,7312,59584,0.04%
Axis Bank,BOFA SECURITIES EUROPE SA,NSE,Block,Sell,13-11-2025,1221.6,91177,0.00%
SBI,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,12-11-2025,953.3,114320,0.00%
Apollo Hospitals,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,10-11-2025,7474,92363,0.06%
ICICI Bank,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,10-11-2025,1332,141886,0.00%
RBL Bank,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,06-11-2025,320.65,1364428,0.22%
Usha Martin,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,12-12-2025,430,600000,0.20%
ITC Hotels,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,05-12-2025,205.65,916500,0.04%
Max Financial,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,21-11-2025,1681,511610,0.15%
Max Financial,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,21-11-2025,1681,329911,0.10%
BlackBuck,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,18-11-2025,676.4,205676,0.11%
Sagility,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,14-11-2025,47.6,27620798,0.59%
Pine Labs,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,14-11-2025,257.5,1409295,0.12%
Sammaan Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,13-11-2025,176.97,5082676,0.61%
Sammaan Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Sell,13-11-2025,176.97,5082676,0.61%
Fortis Healthcare,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,12-11-2025,975.4,509235,0.07%
Lloyds Metals & Energy,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,12-11-2025,1305.2,352886,0.07%
WeWork Management,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,12-11-2025,615.65,462454,0.35%
RBL Bank,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,06-11-2025,320.65,1640859,0.27%
RBL Bank,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,06-11-2025,320.65,1105722,0.18%
Akzo Nobel,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,17-12-2025,3150,335465,0.74%
CarTrade Tech,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,27-11-2025,3044.49,451026,0.94%
Tenneco Clean Air,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,NSE,Bulk,Purchase,19-11-2025,508.21,2182963,0.54%
Ramkrishna Forgings,SOCIETE GENERALE,NSE,Bulk,Sell,30-12-2025,506.75,1475000,0.82%
Ramkrishna Forgings,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,30-12-2025,506.7,1875000,1.04%
Adani Green Energy,SOCIETE GENERALE,BSE,Block,Purchase,21-01-2026,879.5,549000,0.03%
Aditya Birla Fashion,SOCIETE GENERALE - ODI,NSE,Bulk,Purchase,20-01-2026,65.78,7497712,0.61%
Tata Capital,SOCIETE GENERALE,NSE,Block,Purchase,09-01-2026,354.5,1433651,0.03%
RBL Bank,BOFA SECURITIES EUROPE SA,BSE,Bulk,Purchase,21-01-2026,296,6002451,0.97%
RBL Bank,BOFA SECURITIES EUROPE SA,BSE,Bulk,Sell,21-01-2026,298.1,140,0.00%
RBL Bank,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,21-01-2026,296,6000000,0.97%
Bharti Airtel PP,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,21-01-2026,1597,1205000,-%
MTAR Technologies,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,09-01-2026,2665.45,206076,0.67%
Landmark Cars,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,22-01-2026,361,1375622,3.32%
Indiabulls,SOCIETE GENERALE,NSE,Bulk,Sell,30-01-2026,10.86,22216730,0.96%
Indiabulls,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,30-01-2026,10.87,22216730,0.96%
IIFL Finance,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,30-01-2026,532.4,1700000,0.40%
IIFL Finance,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,30-01-2026,532.4,1700000,0.40%
Manappuram Finance,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,29-01-2026,291.65,6527614,0.77%
Manappuram Finance,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,29-01-2026,291.65,6527614,0.77%
Sunteck Realty,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,29-01-2026,375.1,3509289,2.39%
Sunteck Realty,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,29-01-2026,375.1,3509289,2.39%
Axis Bank,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1313.9,2197602,0.07%
Axis Bank,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1313.9,1740118,0.06%
Axis Bank,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1313.9,1193668,0.04%
Reliance Industries,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1383.9,1151736,0.01%
Reliance Industries,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1383.9,767197,0.01%
Reliance Industries,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,1383.9,639782,0.00%
Vedanta,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,27-01-2026,699.45,2174756,0.06%
Ather Energy,SOCIETE GENERALE,BSE,Block,Purchase,11-02-2026,710,352115,0.09%
Federal Bank,SOCIETE GENERALE,BSE,Block,Sell,04-02-2026,287,3100000,0.13%
Gokaldas Exports,SOCIETE GENERALE,NSE,Bulk,Purchase,04-02-2026,807.18,502221,0.69%
National Aluminium,SOCIETE GENERALE,BSE,Block,Sell,04-02-2026,374,1120000,0.06%
Aditya Birla Capital,SOCIETE GENERALE,BSE,Block,Sell,04-02-2026,344,2091000,0.08%
Engineers India,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,16-02-2026,217.06,4597729,0.82%
Capri Global Capital,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,18-02-2026,176.2,3078843,0.32%
Ather Energy,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,11-02-2026,710,602883,0.16%
Aye Finance,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,16-02-2026,128.11,1680163,0.68%
Federal Bank,SOCIETE GENERALE,BSE,Block,Purchase,10-03-2026,276,3398195,0.14%
Indian Bank,SOCIETE GENERALE,BSE,Block,Purchase,10-03-2026,925,680931,0.05%
National Aluminium,SOCIETE GENERALE,BSE,Block,Purchase,10-03-2026,388,1427094,0.08%
SBI,SOCIETE GENERALE,BSE,Block,Purchase,10-03-2026,1114,449101,0.00%
PB Fintech,SOCIETE GENERALE - ODI,NSE,Block,Purchase,06-03-2026,1435.1,700000,0.15%
SBI,SOCIETE GENERALE,BSE,Block,Sell,27-02-2026,1204,528000,0.01%
Home First Finance,SOCIETE GENERALE,NSE,Bulk,Purchase,26-02-2026,1190,840713,0.81%
Kaynes Technology,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,12-03-2026,3614.4,116082,0.17%
Repro,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Sell,10-03-2026,392.5,164903,1.15%
Niyogin Fintech,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Sell,10-03-2026,35.05,671365,0.60%
Nazara Technologies,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,10-03-2026,239.8,2885000,0.78%
Nazara Technologies,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,10-03-2026,239.8,2885000,0.78%
Aegis Vopak Terminals,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Sell,10-03-2026,192.38,1591705,0.14%
Afcons Infrastructure,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Sell,05-03-2026,276.5,971374,0.26%
Bajaj Finance,SOCIETE GENERALE,BSE,Block,Sell,27-03-2026,882.75,1218167,0.02%
Bharti Airtel,SOCIETE GENERALE,BSE,Block,Sell,27-03-2026,1834.9,3338532,0.06%
Hindalco Industries,SOCIETE GENERALE,BSE,Block,Sell,27-03-2026,868.65,5812806,0.26%
Mahindra & Mahindra,SOCIETE GENERALE,BSE,Block,Sell,27-03-2026,3128.1,376470,0.03%
InterGlobe Aviation,SOCIETE GENERALE,BSE,Block,Sell,27-03-2026,4294.7,763433,0.20%
Sammaan Capital,SOCIETE GENERALE,NSE,Bulk,Purchase,25-03-2026,149.92,5059027,0.61%
Adani Green Energy,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,24-03-2026,808.3,690000,0.04%
Raajmarg Infra Investment,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,24-03-2026,106.44,7315565,1.22%
Latent View Analytics,SOCIETE GENERALE,NSE,Bulk,Purchase,02-04-2026,290.69,1079020,0.52%
Latent View Analytics,SOCIETE GENERALE,NSE,Bulk,Sell,02-04-2026,306.14,4671,0.00%
Shaily Engineering ,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,24-04-2026,2419.42,236911,0.52%
Shaily Engineering ,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,24-04-2026,2194.76,86,0.00%
Bharti Airtel,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,01-04-2026,1782,540000,0.01%
Delhivery,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,15-04-2026,465,1200000,0.16%
Bharat Heavy Electricals,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Sell,30-03-2026,251,1235703,0.04%
Jio Financial ,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Sell,30-03-2026,232.55,2675853,0.04%
Sai Life Science,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,30-03-2026,1015.4,796916,0.38%
Siemens Energy,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,30-03-2026,2565,169072,0.05%
Pfizer,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,24-04-2026,4700.01,426066,0.93%
Cello World,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,07-04-2026,401,1382889,0.63%
PB Fintech,SOCIETE GENERALE,NSE,Block,Purchase,08-05-2026,1664,1076200,0.23%
Lenskart Solutions,SOCIETE GENERALE,NSE,Block,Purchase,08-05-2026,473.4,2651410,0.15%
ideaForge Technology,SOCIETE GENERALE,NSE,Bulk,Purchase,04-05-2026,707.11,243895,0.56%
One Mobikwik Systems,SOCIETE GENERALE,BSE,Bulk,Purchase,28-04-2026,214,660398,0.84%
Lenskart Solutions,BOFA SECURITIES EUROPE SA  ODI,NSE,Block,Purchase,08-05-2026,473.4,1059140,0.06%
Lenskart Solutions,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,08-05-2026,473.4,529570,0.03%
Shaily Engineering,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,24-04-2026,2419.42,236911,0.52%
Shaily Engineering,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,24-04-2026,2194.76,86,0.00%
PB Fintech,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,08-05-2026,1664,2140739,0.46%
Lenskart Solutions,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,08-05-2026,473.4,1059140,0.06%
Jio Financial,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,14-05-2026,231.45,2675853,0.04%
PB Fintech,SOCIETE GENERALE,NSE,Block,Purchase,29-05-2026,1751,434134,0.09%
One97 Communications,SOCIETE GENERALE,BSE,Block,Purchase,22-05-2026,1120.65,1886967,0.29%
Sammaan Capital,SOCIETE GENERALE,NSE,Bulk,Purchase,21-05-2026,154.17,6987634,0.60%
Sammaan Capital,SOCIETE GENERALE,NSE,Bulk,Sell,21-05-2026,153.41,125078,0.01%
PB Fintech,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,29-05-2026,1751,222322,0.05%
Pine Labs,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,22-05-2026,144,3333400,0.29%
JSW Cement,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,22-05-2026,124,2225770,0.16%
JSW Cement,GOLDMAN SACHS ETF TRUST - GOLDMAN SACHS INDIA EQUITY ETF,BSE,Block,Purchase,22-05-2026,124,110841,0.01%
Anthem Biosciences,SOCIETE GENERALE,NSE,Block,Purchase,18-06-2026,744.8,335661,0.06%
Lenskart Solutions,SOCIETE GENERALE,NSE,Block,Purchase,11-06-2026,490,1020410,0.06%
Lenskart Solutions,SOCIETE GENERALE - ODI,NSE,Bulk,Purchase,03-06-2026,508.55,13734000,0.79%
Lenskart Solutions,SOCIETE GENERALE - ODI,NSE,Block,Purchase,03-06-2026,508.55,13734000,0.79%
Alkem Laboratories,SOCIETE GENERALE,NSE,Block,Purchase,02-06-2026,5200,48090,0.04%
Lenskart Solutions,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,Purchase,11-06-2026,490,2244898,0.13%
Lenskart Solutions,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,11-06-2026,490,510205,0.03%
Alkem Laboratories,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,02-06-2026,5200,48090,0.04%
Capri Global Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,01-06-2026,192.5,5000000,0.52%
Capri Global Capital,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,01-06-2026,192.5,5000000,0.52%
Lloyds Metals & Energy,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,01-06-2026,1802.1,896293,0.16%
Niva Bupa Health Insurance,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,15-06-2026,83,2135355,0.12%
CMR Green Technologies,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,10-06-2026,256.64,1941018,0.89%
Cera Sanitaryware,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,08-06-2026,5480,118478,0.92%
Craftsman Automation,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,Purchase,23-06-2026,9250,29190,0.11%
Emcure Pharma,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,25-06-2026,1817,137590,0.07%
Brand Concepts,SURYAVANSHI COMMOTRADE PVT LTD,NSE,Bulk,Purchase,23-03-2026,217,179838,1.44%
Brand Concepts,KACHOLIA ASHISH,NSE,Bulk,Sell,23-03-2026,217,179838,1.44%
Naman In-Store,SURYAVANSHI COMMOTRADE PVT LTD,NSE,Bulk,Purchase,20-03-2026,53.41,1078400,8.25%
Naman In-Store,KACHOLIA ASHISH,NSE,Bulk,Sell,20-03-2026,53.41,1078400,8.25%
Aelea Commodities,ASHISH RAMESH KACHOLIA,BSE,Bulk,Purchase,20-03-2026,120.5,773400,3.80%
Aelea Commodities,SURYAVANSHI COMMOTRADE PVT LTD,BSE,Bulk,Sell,20-03-2026,120.5,773400,3.80%
BEW Engineering,SURYAVANSHI COMMOTRADE PVT LTD,NSE,Bulk,Purchase,18-03-2026,84.66,633500,4.85%
BEW Engineering,KACHOLIA ASHISH,NSE,Bulk,Sell,18-03-2026,84.66,633500,4.85%
Cosmic CRF,SURYAVANSHI COMMOTRADE PVT LTD,BSE,Bulk,Purchase,18-03-2026,650.24,326800,3.56%
Cosmic CRF,ASHISH RAMESH KACHOLIA,BSE,Bulk,Sell,18-03-2026,650.24,326800,3.56%
TechEra Engineering,KACHOLIA ASHISH,NSE,Bulk,Purchase,09-10-2025,247.1,200000,1.21%
Universal Autofoundry,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Sell,27-12-2024,98.01,306385,2.46%
Sky Gold and Diamonds,ASHISH KACHOLIA,NSE,Bulk,Sell,23-09-2024,2602.93,76720,0.05%
Repro,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Sell,26-08-2024,625,100000,0.70%
Repro,ASHISH KACHOLIA,NSE,Bulk,Sell,26-08-2024,625,75000,0.52%
SG Mart,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Purchase,27-06-2024,440,910000,0.72%
Ador Welding,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Sell,11-06-2024,1255.01,388000,2.23%
Aimtron Electronics,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Purchase,06-06-2024,241,800000,3.84%
Megatherm Induction,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Purchase,08-02-2024,224.96,316800,1.68%
Venus Pipes & Tubes,KACHOLIA ASHISH,NSE,Bulk,Sell,30-01-2024,1511.68,103000,0.50%
Brand Concepts,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Purchase,01-12-2023,657.55,100000,0.80%
SJS Enterprises,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Sell,22-11-2023,627.77,347000,1.08%
SJS Enterprises,ASHISH KACHOLIA,NSE,Bulk,Sell,08-11-2023,653.22,160000,0.50%
Saakshi Medtech,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Purchase,09-10-2023,167.01,622800,3.53%
Delta Corp,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Sell,25-09-2023,144.65,1500000,0.56%
Universal Autofoundry,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Purchase,24-08-2023,161.59,1034353,8.32%
SJS Enterprises,ASHISH KACHOLIA,NSE,Bulk,Sell,18-08-2023,640.01,180489,0.56%
Dhabriya Polywood,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Purchase,14-08-2023,280.9,546178,5.05%
Vasa Denticity,ASHISH RAMESHCHANDRA KACHOLIA,NSE,Bulk,Purchase,30-06-2023,302.59,439000,2.64%
D-Link,ASHISH KACHOLIA,NSE,Bulk,Sell,14-06-2023,227.91,369889,1.04%
United Drilling,ASHISH KACHOLIA,NSE,Bulk,Sell,08-06-2023,190.49,158390,0.78%
D-Link,ASHISH KACHOLIA,NSE,Bulk,Sell,07-06-2023,228.5,194662,0.55%
BEW Engineering,SURYAVANSHI COMMOTRADE PVT LTD,NSE,Bulk,Purchase,24-05-2023,995.31,104750,0.80%
Venus Pipes & Tubes,ASHISH RAMESHCHANDRA KACHOLIA,BSE,Bulk,Purchase,11-04-2023,750,400000,1.93%
Systango Tech,SURYAVANSHI COMMOTRADE PVT LTD,NSE,Bulk,Purchase,20-03-2023,112.5,163200,1.11%
